"Fiscal Year","Start Date","End Date","Event Name","Event Type","Virtual / In-Person","Partners","Vol.","Vol. Hours","Prog. Hours","ARNG Adults","ANG Adults","Other Branch Adults","ARNG 6-12","ANG 6-12","Other Branch 6-12","ARNG 13-18","ANG 13-18","Other Branch 13-18","Other","0-5","Total","Resources / Referrals","Event Status","Reporting Complete","Event ID"
"FY26","2025-12-13","2025-12-13","STP Meeting","Teen Council Meeting or Training","","","0","0","2.5","0","0","0","0","0","0","3","0","0","0","0","3","0","Completed","true","ea03b558-a8a0-46ac-91f4-35bd3a2747ee"
"FY26","2025-12-13","2025-12-13","Cookies with Santa","Family Days and Military Appreciation Events","","","5","2.5","1.5","39","0","0","3","0","0","9","0","0","0","10","61","39","Completed","true","0c793a44-d603-4e0f-81ad-1e56dc874ca6"
"FY26","2026-01-18","2026-01-18","MFE Davenport","Day Camp","","","1","2","2","18","0","0","22","0","0","7","0","0","0","5","52","21","Completed","true","6f38cdda-30a2-4ed0-8343-cb7334d620af"
"FY26","2026-02-15","2026-02-15","MFE: Cedar Rapids","Family Days and Military Appreciation Events","","","0","0","2","12","0","0","11","0","0","4","0","0","0","0","27","9","Completed","true","38c05fa8-be5b-4527-8241-96fddbf42228"
"FY26","2026-03-01","2026-03-01","Welcome Event Council Bluffs","Yellow Ribbon Briefing and Programming","","","2","3","1.5","60","0","0","11","0","0","3","0","0","0","4","78","0","Completed","true","89ef21e9-9409-47ee-9532-c6a218b787b9"
"FY26","2026-03-01","2026-03-01","Welcome Home Camp Dodge","Yellow Ribbon Briefing and Programming","","","2","3","1.5","30","0","0","5","0","0","1","0","0","0","2","38","0","Completed","true","668aa24a-40ec-4d07-8824-37033a128b4f"
"FY26","2026-03-06","2026-03-08","STP Retreat","Youth Symposium","","","6","10","28.5","3","0","0","0","0","0","6","1","0","0","0","10","7","Completed","true","0202dba6-08a9-4ebd-86ce-58f4d0485f63"
"FY26","2026-03-07","2026-03-07","MRT at STP Retreat","MRT/Teen Resilience","","","0","0","2","2","0","0","0","0","0","7","0","0","0","0","9","0","Completed","true","f7db2e56-a986-4297-8267-3ddb986ded88"
"FY26","2026-04-01","2026-04-01","STP Summit","Teen Council Meeting or Training","","","0","0","2","0","0","0","0","0","0","2","0","0","0","0","2","0","Completed","true","5a0f1543-c634-40cc-812b-16b77c754365"
"FY26","2026-04-01","2026-04-01","MOMC Proclamation Signing","MOMC","","","0","0","1.5","17","4","2","10","4","0","5","0","0","5","0","47","0","Completed","true","7cc1b4af-ada3-4454-a131-4d17628ae757"
"FY26","2026-04-04","2026-04-04","Mission Possible: Top Secret Youth","MOMC","","","0","0","1.5","0","0","0","1","0","0","1","0","0","0","0","2","0","Completed","true","0d3f5228-187b-4b9a-9aa7-50d6c5fe53b3"
"FY26","2026-04-08","2026-04-12","GTP Meeting","Teen Council Meeting or Training","","","0","0","16","0","0","0","0","0","0","1","0","0","0","0","1","0","Completed","true","1cdebd5f-74d0-4da6-ae86-eeb715d9b8e1"
"FY26","2026-04-10","2026-04-10","Purple UP Classroom Kits","MOMC","","","8","8","1.5","0","0","0","132","0","0","0","0","0","2640","0","2772","132","Completed","true","28894a44-eb20-4757-bc42-c55d9caf65f7"
"FY26","2026-04-14","2026-04-14","Resource Fair","Command/Unit/FRG Briefings","","","0","0","1","35","0","0","0","0","0","0","0","0","0","0","35","15","Completed","true","5b00caaa-5dc3-49cc-ab0b-daf7f1981d1d"
"FY26","2026-04-16","2026-04-16","JCF Council Bluffs","Community Outreach, Briefings and Events","","","0","0","1","60","0","0","0","0","0","0","0","0","0","0","60","8","Completed","true","53591b34-dee1-4680-8b42-f9ac54c1fbca"
"FY26","2026-04-23","2026-04-23","Purple Star Schools Inauguration","MOMC","","","0","0","3","30","0","0","0","0","0","0","0","0","24","0","54","24","Completed","true","d0690703-22a3-41b1-b883-3ea67a610a8a"
"FY26","2026-04-25","2026-04-25","Military Family Ball","MOMC","","","15","2","2.5","32","2","0","46","1","0","8","0","0","4","0","93","2","Completed","true","b2a045c3-cabc-45d0-a411-1ff168a4b788"
"FY26","2026-04-25","2026-04-25","Volunteer Training","Volunteer Training","","","0","0","2","0","0","0","0","0","0","0","0","0","15","0","15","0","Completed","true","39dbc72e-34a0-4ff5-877c-df1e91ac72c5"
"FY26","2026-04-25","2026-04-25","STP Summit","Teen Council Meeting or Training","","","0","0","8","0","0","0","0","0","0","5","0","0","0","0","5","0","Completed","true","3bf9dbd1-c78d-445e-98a9-d8a06bf4613f"
"FY26","2026-05-04","2026-05-04","COI Brief","Community Outreach, Briefings and Events","","","0","0","0.5","20","0","0","6","0","0","0","0","0","43","0","69","5","Completed","true","851944c8-66b5-42aa-95a9-7400d8217351"
"FY26","2026-05-16","2026-05-16","Yellow Ribbon Pre","Yellow Ribbon Briefing and Programming","","","0","0","7","136","0","0","7","0","0","2","0","0","0","0","145","15","Completed","true","ca105326-71bc-4509-b78c-8154bde10577"
"FY26","2026-05-17","2026-05-17","MFE: Sioux City","Day Camp","","","1","2","2","12","1","0","15","0","0","7","2","0","0","0","37","2","Completed","true","ccfe79a8-175d-47be-937d-e653f580d1f4"
"FY26","2026-05-17","2026-05-17","MFE Des Moines","Day Camp","","","1","2","2","20","0","0","25","0","0","6","0","0","0","4","55","0","Completed","true","167e2df6-a469-47f7-bdc8-1dac688d146c"
"FY26","2026-05-21","2026-05-21","TAG Concert Series 1","Partnered Event or Activity","","","2","3","3","9","0","0","41","0","0","0","6","0","0","5","61","0","Completed","true","4b263044-95be-4c67-99de-519214ca4e59"
"FY26","2026-06-04","2026-06-04","TAG Concert Series","Family Days and Military Appreciation Events","","","3","3","3","0","0","0","27","0","0","8","0","0","0","3","38","0","Completed","true","3844cad8-4b44-45be-a26b-e87d9e6ef5ff"
"FY26","2026-06-11","2026-06-11","TAG Concert Series","Partnered Event or Activity","","","1","0","3","0","0","0","12","0","0","5","0","0","0","0","17","0","Completed","true","893ccc07-f6ab-4177-8dad-90d26e86db96"
"FY26","2026-06-19","2026-06-19","Gold Star Museum Tour","Community Outreach, Briefings and Events","","","0","0","2","0","0","0","0","0","0","0","0","0","20","0","20","0","Completed","true","75f119a7-423b-4bda-bacc-cb7817a90544"
"FY26","2026-06-25","2026-06-25","TAG Concert Series","Community and Partner Trainings or Meetings","","","0","0","3","2","0","0","4","0","0","22","0","0","0","0","28","2","Completed","true","2dcfcfdb-24a7-4b66-a80d-11176cd1253c"
"FY26","2026-06-25","2026-06-25","Volunteer Awards","Teen Council Meeting or Training","","","0","0","2","6","0","0","0","0","0","2","0","0","0","0","8","0","Completed","true","ae43c813-3eae-426a-9518-7fbfa31e9e9b"
"FY26","2026-06-28","2026-06-28","MFE Cedar Falls","Day Camp","","","1","2","2","3","0","0","6","0","0","3","0","0","0","0","12","7","Completed","true","2602b174-da67-41df-a414-ceaa46f6af6c"
"FY26","2026-07-13","2026-07-17","Region 7 Symposium","Regional Symposium","","","3","12","56","7","0","0","0","0","0","9","1","0","0","0","17","10","Completed","true","e51ad1a0-0740-4b08-b63b-b176d0534b12"
"FY26","2026-07-19","2026-07-25","Youth Symposium","Youth Symposium","","","14","87","87","0","0","0","33","0","0","46","0","0","0","0","79","79","Completed","true","b0557e6b-0b90-4c89-9f93-e759de58dae2"
"FY26","2026-07-19","2026-07-25","Volunteer Training","Volunteer Training","","","0","0","2","0","0","0","0","0","0","0","0","0","14","0","14","0","Completed","true","d9491f04-d224-4666-bbbe-ba1d7a9e3923"
"FY26","2026-07-25","2026-07-25","SOS Retreat","Gold Star Training/Event","","","1","5","5","56","0","0","13","0","0","8","0","0","0","0","77","56","Completed","true","999b3840-1a09-4404-9b5f-150ddf102e7a"
"FY26","2026-07-31","2026-07-31","Horse Camp 1","Day Camp","","","6","2","2","0","0","0","11","0","0","3","0","0","0","0","14","0","Completed","true","12552402-27b4-4d3a-a5b8-621bce1c87b6"
"FY26","2026-08-01","2026-08-01","Post Deployment Yellow Ribbon","Yellow Ribbon Briefing and Programming","","","2","8","7","1000","0","0","7","0","0","0","0","0","0","0","1007","10","Completed","true","5683babe-0e93-4d93-8aa7-8961eccf8a9d"
"FY26","2026-08-01","2026-08-01","Horse Camp 2","Day Camp","","","0","0","2","0","0","0","10","0","0","2","0","0","0","0","12","0","Completed","true","c423b718-d700-45ee-8a1a-32c2e5a3b3c6"
"FY26","2026-08-08","2026-08-08","Yellow Ribbon Ft Dodge","Yellow Ribbon Briefing and Programming","","","0","0","1.5","106","0","0","2","0","0","0","0","0","0","1","109","36","Completed","true","d10972a2-d280-41dd-9e38-29d5fa8b8367"
"FY26","2026-08-09","2026-08-09","MFE: Council Bluffs","Day Camp","","","0","0","2","19","0","0","15","0","0","4","0","0","0","2","40","10","Completed","true","9af4a2b1-db3a-4206-a462-fcbb61e4eaf0"
"FY26","2026-08-15","2026-08-15","Yellow Ribbon Pre Sioux City","Yellow Ribbon Briefing and Programming","","","0","0","1","450","0","0","0","0","0","0","0","0","0","0","450","14","Completed","true","f02da0f6-73d5-4efa-9798-3cd6cca09135"
"FY26","2026-08-15","2026-08-15","Yellow Ribbon Pre Waterloo","Yellow Ribbon Briefing and Programming","","","0","0","1","425","0","0","0","0","0","0","0","0","0","0","425","16","Completed","true","c1d2ef4d-63be-4394-bb05-44a4dc510711"
"FY26","2026-08-19","2026-08-19","Living History Farms Day Camp 1","Day Camp","","","1","8","7","4","0","0","17","0","0","1","0","0","0","0","22","18","Completed","true","7a8430ed-a5cf-4eae-9217-a4dcb7dd39bc"
"FY26","2026-08-21","2026-08-21","Living History Farms Day Camp 2","Day Camp","","","1","8","7","8","0","0","11","0","0","0","0","0","0","1","20","6","Completed","true","c1e7a829-33cc-4fb7-9733-85ea1525f2fe"
"FY26","2026-08-28","2026-08-28","Post Deployment","Yellow Ribbon Briefing and Programming","","","0","0","6","340","0","0","0","0","0","0","0","0","0","0","340","300","Completed","true","edc2f96b-ef71-486e-966e-91d52b721433"
"FY27","2026-10-24","2026-10-24","Fall Family Festival","Command/Unit/FRG Briefings","","","0","","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Planning","false","e80bfe5f-23fc-49e4-86f7-2e61c1c40965"
"FY27","2026-12-01","2026-12-01","Online Adventure Kit - Winter 2026","Day Camp","Virtual","","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","Planning","false","48fa80d2-8f5e-429b-8d87-5c52aa8f139a"
"FY27","2026-12-12","2026-12-12","Cookies with Santa","Command/Unit/FRG Briefings","","","0","","1.5","0","0","0","0","0","0","0","0","0","0","0","0","0","Planning","false","ae600c2b-e49a-4578-8703-ddac2291d079"
"FY27","2027-01-17","2027-01-17","MFE Davenport","","","","0","","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Planning","false","f0673f8b-0172-4773-b927-ddc374e44d66"
"FY27","2027-01-17","2027-01-17","MFE Cedar Falls","","","","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Planning","false","0f19c721-953d-4b09-8b94-e3d2f84c3042"
"FY27","2027-02-14","2027-02-14","MFE Cedar Rapids","","","","0","","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Planning","false","424fb1cd-b67d-4747-8501-3dcf060f3562"
"FY27","2027-02-14","2027-02-14","MFE Council Bluffs","","","","0","","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Planning","false","7d4eb844-1979-4ff1-bfb8-9f4c06324dfb"
"FY27","2027-03-01","2027-03-01","Online Adventure Kit - Spring 2027","Day Camp","Virtual","","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","Planning","false","53c52aad-92f1-4138-99e7-225bf4ecf8a4"
"FY27","2027-03-06","2027-03-08","STP Retreat","Command/Unit/FRG Briefings","","","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","Planning","false","282badde-adb0-40b8-b463-91a4094b4298"
"FY27","2027-04-09","2027-04-09","Purple Up","","","","0","","1.5","0","0","0","0","0","0","0","0","0","0","0","0","0","Planning","false","3fbc8da6-0b20-4dd0-a1c2-c457a1c0fcb7"
"FY27","2027-04-24","2027-04-24","Military Family Ball","","","","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","Planning","false","da077f60-2d98-4f3d-942b-14f17130c0fd"
"FY27","2027-05-16","2027-05-16","MFE Sioux City","","","","0","","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Planning","false","14022ce7-fee7-4bad-a2a2-d18c0b29c380"
"FY27","2027-05-16","2027-05-16","MFE Des Moines","","","","0","","2","0","0","0","0","0","0","0","0","0","0","0","0","0","Planning","false","e7de22ae-2e5d-47b1-b30a-ecb4c6107375"
"FY27","2027-06-01","2027-06-01","Online Adventure Kit - Summer 2027","Day Camp","Virtual","","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","Planning","false","cae95f91-2314-44b5-8931-7e26827d2270"
"FY27","2027-07-10","2027-07-10","Day Camp","","","","0","","","","","","","","","","","","","","","","Planning","false","e787b143-cee1-41c6-bf63-4f6ba35f324a"
"FY27","2027-07-10","2027-07-10","Regional Symposium","","","","0","","","","","","","","","","","","","","","","Planning","false","7922fc39-f52a-4201-abd6-8858cc5a33dd"
"FY27","2027-07-12","2027-07-16","Regional Symposium","Regional Symposium","","","0","","56","0","0","0","0","0","0","0","0","0","0","0","0","0","Planning","false","6348c19e-c41a-4e9d-b4b1-1b352fea17ec"
"FY27","2027-07-18","2027-07-24","Summer Camp","Youth Symposium","","","21","86","80","0","0","0","0","0","0","0","0","0","0","0","0","0","Planning","false","d96271f7-d8f1-4ad4-bc4a-df337cfc53be"
"FY27","2027-09-01","2027-09-01","Online Adventure Kit - Fall 2027","Day Camp","Virtual","","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","Planning","false","e5ac29dd-096f-41b0-a19f-cb1b38775e1e"
"FY28","2027-12-01","2027-12-01","Online Adventure Kit - Winter 2027","Day Camp","Virtual","","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","Planning","false","f71b6b8c-d3df-4759-8a69-0fc311a32766"
"FY28","2028-03-01","2028-03-01","Online Adventure Kit - Spring 2028","Day Camp","Virtual","","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","Planning","false","0b49535c-df49-459c-bc61-a79f56cea7f0"
"FY28","2028-06-01","2028-06-01","Online Adventure Kit - Summer 2028","Day Camp","Virtual","","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","Planning","false","418380a6-f628-4687-a0fe-926b578848db"
"FY28","2028-09-01","2028-09-01","Online Adventure Kit - Fall 2028","Day Camp","Virtual","","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","Planning","false","cdf99d68-3723-4875-80bd-1db11c9486b2"
